category,headline,authors,link,short_description,date
HEALTHY LIVING,Connecticut Considers A Soda Tax,"David L. Katz, M.D., M.P.H., ContributorFounder, True Health Initiative",https://www.huffingtonpost.com/entry/connecticut-considers-a-soda-tax_us_58ef94b1e4b0156697224cf2,The State of Connecticut is currently considering an excise tax on sugar-sweetened beverages. I have now testified twice,2017-04-13
HEALTHY LIVING,The ‘Stealth Move’ That Improved Michigan's Vaccine Rates,"Guy Gugliotta, Kaiser Health News",https://www.huffingtonpost.com/entry/vaccine-rates-michigan_us_58ee94f2e4b0bb9638e1147c,One simple requirement sidestepped ideological opposition and got parents on board.,2017-04-12
HEALTHY LIVING,Maryland Lawmakers Approve Bill To Fight Drug Price-Gouging,"Ian Simpson, Reuters",https://www.huffingtonpost.com/entry/maryland-lawmakers-approve-bill-to-fight-drug-price-gouging_us_58ee69c0e4b0cb574bb4fc06,The first-in-the-nation measure lets the state attorney general sue generic drug makers that sharply raise prices.,2017-04-12
HEALTHY LIVING,FDA Warns Mylan Over Quality Concerns At India Facility,"Natalie Grover, Reuters",https://www.huffingtonpost.com/entry/fda-warns-mylan-over-quality-concerns-at-india-facility_us_58ee638ee4b0f3927474b906,"Violations included a failure to “thoroughly investigate” unexplained discrepancies in drug batches and “missing, deleted, and lost data.""",2017-04-12
HEALTHY LIVING,Smithfield Makes Move On Market For Pig-Human Transplants,"Julie Steenhuysen and Michael Hirtzer, Reuters",https://www.huffingtonpost.com/entry/smithfield-makes-move-on-market-for-pig-human-transplants_us_58ee5d14e4b0f3927474aac7,Pigs have long been a tantalizing source of transplants because their organs are so similar to humans.,2017-04-12
HEALTHY LIVING,"Men's Looks Matter More Than Women Admit, Study Shows","Cari Nierenberg, Live Science",https://www.huffingtonpost.com/entry/mens-looks-matter-more-than-women-admit-study-shows_us_58ecf563e4b0ca64d91978be,Physical attractiveness appears to act as a gatekeeper for potential mates.,2017-04-11
HEALTHY LIVING,"I’m 33, But My Autoimmune Disease Makes My Body Feel Like I’m 70","Health.com, ContributorHealth.com",https://www.huffingtonpost.com/entry/im-33-but-my-autoimmune-disease-makes-my-body-feel_us_58eced6ee4b081da6ad007cf,"'All this has made me wonder: As time goes on, what will this disease have in store for me?'",2017-04-11
HEALTHY LIVING,The Things They Don't Tell You About Grief,"Lisa Ingrassia, ContributorWriter, Thinker, Blogger & Event Planner",https://www.huffingtonpost.com/entry/the-things-they-dont-tell-you-about-grief_us_58ecf94de4b081da6ad007f1,"Friendships, and even some family relations, are not immune to grief.",2017-04-11
HEALTHY LIVING,Texas Expands Zika Recommendations Ahead Of 2017 Mosquito Season,"Julie Steenhuysen, Reuters",https://www.huffingtonpost.com/entry/texas-expands-zika-recommendations-ahead-of-2017-mosquito-season_us_58ebba88e4b0ca64d9180c66,"""Zika remains a significant health risk to pregnant women and their babies.""",2017-04-10
HEALTHY LIVING,"Ex-New York Assemblyman, Doctors Charged In Illegal Opioid Prescription Scheme","Laila Kearney, Reuters",https://www.huffingtonpost.com/entry/ex-new-york-assemblyman-doctors-charged-in-illegal-opioid-prescription-scheme_us_58eba363e4b0c89f91201f74,"Defendants allegedly pressured patients to undergo unnecessary medical tests and procedures, then billed Medicare and Medicaid for millions of dollars.",2017-04-10
HEALTHY LIVING,Brains of 'SuperAgers' Shrink More Slowly,"Cari Nierenberg, Live Science",https://www.huffingtonpost.com/entry/brains-of-superagers-shrink-more-slowly_us_58ebb734e4b0ca64d91806e4,"“SuperAgers tend to be a socially active and engaged group.""",2017-04-10
HEALTHY LIVING,More Than Two In Five American Adults Carry HPV,"Dr. Melvin Sanicas, ContributorVaccinologist, Public Health Physician, Gates Global Health Fe...",https://www.huffingtonpost.com/entry/more-than-4-in-10-american-adults-carry-hpv_us_58eb0296e4b00dd8e016ed83,HPV is so common that nearly all sexually active men and women get it at some point in their lives.,2017-04-10
HEALTHY LIVING,Getting Screened: Taking Charge Of Your Own Health May Save Your Life,"Cecelia Brewington, MD, ContributorRadiologist, Radiology Administrator and Professor of Radiology",https://www.huffingtonpost.com/entry/getting-screened-taking-charge-of-your-own-health_us_58eb6776e4b0acd784ca5a15,"Screening saves lives in the African-American community. That’s my urgent message this April, as we kick off National Minority",2017-04-10
HEALTHY LIVING,Are You Bullying Yourself?,"Jennifer Rollin, MSW, LCSW-C, ContributorEating Disorder Therapist in Rockville, Maryland, Self-Compass...",https://www.huffingtonpost.com/entry/are-you-bullying-yourself_us_58e8f3d5e4b0acd784ca58ab,A therapist’s tips for practicing self-compassion.,2017-04-10
HEALTHY LIVING,5 Things To Say Or Do For The Bereaved,"Kristin Meekhof, ContributorAuthor, Writer, Speaker, Licensed Master's Level Social Worker",https://www.huffingtonpost.com/entry/five-things-to-say-or-do-for-the-bereaved_us_58e97a0ce4b00dd8e016eca7,"Chances are you know someone who bereaved, and while your heart may be in the right place, you might be at a loss for words",2017-04-09
HEALTHY LIVING,"When Heroin Almost Took My Life, My Phone Saved It","Ryan Hampton, ContributorAuthor, recovery advocate, person in recovery from a substance...",https://www.huffingtonpost.com/entry/instead-of-heroin-i-picked-up-my-phone_us_58ea656de4b0acd784ca597c,My journey to facing addiction out loud.,2017-04-09
HEALTHY LIVING,Misconceptions Of A Socially Anxious Person,"Javier Montalvo, ContributorSociology Student at Wright State University",https://www.huffingtonpost.com/entry/misconceptions-of-a-socially-anxious-kid_us_58ea6ad9e4b00dd8e016ed0c,"Following in the theme of my previous post, I thought I’d debunk some ideas that people have when it comes to those who suffer",2017-04-09
HEALTHY LIVING,Mental Health In The Workplace And Your Company's Bottom Line,"Allison Abrams, LCSW-R, ContributorLicensed Psychotherapist, Clinical Social Worker, Mental Healt...",https://www.huffingtonpost.com/entry/want-to-improve-your-companys-bottom-line-dont-ignore_us_58e7d750e4b06f8c18beeb61,"Availability of mental health and stress management resources The earlier treatment occurs in the problem, according to Saltz",2017-04-08
HEALTHY LIVING,Dealing With The Social Anxiety Struggle,"Javier Montalvo, ContributorSociology Student at Wright State University",https://www.huffingtonpost.com/entry/dealing-with-the-social-anxiety-struggle_us_58e9338ee4b06f8c18beec75,"Have you ever felt like a shadow walking amongst the masses? I have. And if I’m being completely honest, those are the times",2017-04-08
HEALTHY LIVING,Designer Reinvents The Crutch After 150 Years For A Better User Experience,"Marquis Cabrera, ContributorTech Entrepreneur @ IBM",https://www.huffingtonpost.com/entry/designer-reinvents-the-crutch-after-150-years-creating_us_58e83a3fe4b0acd784ca585a,"Recently, with help from Doctor of Physical Therapy Lauren Jarmusz, I interviewed Max Younger, Co-Founder of Mobility Designed",2017-04-08
HEALTHY LIVING,Cancer Taught Me To Live Like I'm Dying,"Roberta Gately, ContributorNurse/Novelist/Aid Worker",https://www.huffingtonpost.com/entry/live-like-youre-dying_us_58e906a7e4b00dd8e016ec4f,Moments to cherish are everywhere.,2017-04-08
HEALTHY LIVING,One Meal Fits All: 10 Dinners The Whole Family Will Enjoy,"Jennifer Segal, ContributorChef, Cookbook Author, Busy Mom",https://www.huffingtonpost.com/entry/one-meal-fits-all-10-dinners-the-whole-family-will_us_58e15a79e4b0d804fbbb7422,This is a quick and easy riff on spinach and ricotta cannelloni — and it’s a great way to sneak in some greens. You can get,2017-04-08
HEALTHY LIVING,10 Fundamental Truths That Will Change Your Life,"Dr. Travis Bradberry, ContributorTalentSmart, President and 'Emotional Intelligence 2.0,' Coauthor",https://www.huffingtonpost.com/entry/10-fundamental-truths-that-will-change-your-life_us_58dc0459e4b07f61a2bb8ae0,Many of life’s essential truths need repeating.,2017-04-08
HEALTHY LIVING,FDA Allows 23andMe To Sell Genetic Tests For Disease Risk,"Toni Clarke, Reuters",https://www.huffingtonpost.com/entry/fda-23andme-disease-risk_us_58e7bdd4e4b058f0a02ec9d4,The tests will be able to assess a person's predisposition to develop Alzheimer's and 9 other diseases.,2017-04-07
HEALTHY LIVING,Are You A Night Owl? It May Be A Gene Mutation,"Amanda Onion, Live Science",https://www.huffingtonpost.com/entry/are-you-a-night-owl-it-may-be-a-gene-mutation_us_58e7c302e4b05413bfe29e16,This is the first genetic mutation found to be associated with delayed sleep phase disorder.,2017-04-07
HEALTHY LIVING,Psychiatrists Call For Special Clinics To Prescribe Ketamine As Anti-Depressant,"Kate Kelland, Reuters",https://www.huffingtonpost.com/entry/ketamine-antidepressant-clinics_us_58e66569e4b0773c0d3ecb01,"There's an urgent need for ethical and innovative action to prescribe the drug under controlled conditions, experts say.",2017-04-06
HEALTHY LIVING,9 Things You Inevitably Do When You Get Your Period,Brittany Wong,https://www.huffingtonpost.com/entry/realities-of-getting-your-period_us_58e588a0e4b0fe4ce08822e4,"Bye, cute underwear. Hello, period undies.",2017-04-06
HEALTHY LIVING,"Drugmaker Recalls Nearly 600,000 Asthma Inhalers",,https://www.huffingtonpost.com/entry/us-drugmaker-recalls-nearly-600000-asthma-inhalers_us_58e66864e4b07da813247edb,A defect may cause the inhalers to deliver fewer doses of medicine than indicated.,2017-04-06
HEALTHY LIVING,Addressing America’s Fentanyl Crisis,"Nora Volkow, ContributorDirector, National Institute on Drug Abuse",https://www.huffingtonpost.com/entry/addressing-americas-fentanyl-crisis_us_58e67760e4b06671a472f0b8,Many people addicted to opioids as well as other drugs like cocaine are accidentally being poisoned by fentanyl-laced products.,2017-04-06
HEALTHY LIVING,"To Be, Or Not To Be, Fatter? Of Science, Sense, And Squirrels","David L. Katz, M.D., M.P.H., ContributorFounder, True Health Initiative",https://www.huffingtonpost.com/entry/to-be-or-not-to-be-fatter-of-science-sense-and_us_58e69735e4b06671a472f11c,"Science is, principally, all about methods for generating good and reliable answers. Sense, however, is required to ask good",2017-04-06
HEALTHY LIVING,How Time Zones May Affect Cancer Risk,"Sara G. Miller, LiveScience",https://www.huffingtonpost.com/entry/time-zones-cancer-risk_us_58e5149be4b0fe4ce0872fd8,Disruptions of the biological clock has been linked to the development of certain cancers.,2017-04-05
HEALTHY LIVING,Anorexia For An Asian American: A Recovery Story,"Jason Deng, Contributor21-year-old pre-med at the University of Chicago with a passio...",https://www.huffingtonpost.com/entry/anorexia-for-an-asian-american-a-recovery-story_us_58e47693e4b09deecf0e1bab,Originally published on the National Eating Disorders Association blog. I was 11 years old when I started struggling with,2017-04-05
HEALTHY LIVING,Online Therapy Necessary To Address Growing Mental Health Burden,,https://www.huffingtonpost.comhttp://www.reuters.com/article/us-health-psychiatry-online-idUSKBN1752MP,"As of now, the global mental health system is only serving around 10 percent of patients.",2017-04-04
HEALTHY LIVING,The Vast Majority Of Kids Who Die Of The Flu Aren't Vaccinated,Erin Schumaker,https://www.huffingtonpost.com/entry/child-flu-deaths-vaccination_us_58e3b064e4b03a26a3663c97,"“We could prevent more flu-related deaths by vaccinating more of our children and teenagers,” says a CDC investigator.",2017-04-04
HEALTHY LIVING,Mylan Hit With New Class Action Lawsuit Over EpiPen Pricing,"Brendan Pierson, Reuters",https://www.huffingtonpost.com/entry/mylan-hit-with-new-class-action-lawsuit-over-epipen-pricing_us_58e3d904e4b0f4a923b29b2e,The company came under fire last year after prices for its allergy devices shot up.,2017-04-04
HEALTHY LIVING,"This Common Antibiotic Could Treat Or Prevent PTSD, Scientists Say",,https://www.huffingtonpost.comhttp://www.reuters.com/article/us-health-ptsd-antibiotic-idUSKBN1760HV,"Taking the antibiotic doxycycline resulted in a 60 percent lower fear response, a new study finds.",2017-04-04
HEALTHY LIVING,Mylan EpiPen Device Recall To Expand In U.S. And Abroad,"Akankshita Mukhopadhyay, Reuters",https://www.huffingtonpost.com/entry/mylan-epipen-recall-expand_us_58e26c6be4b0b3918c853e04,"Last week, around 81,000 EpiPen devices were recalled in foreign countries.",2017-04-03
HEALTHY LIVING,Scientists Start Second Phase Of Zika Vaccine Testing,Erin Schumaker,https://www.huffingtonpost.com/entry/scientists-start-second-phase-of-zika-vaccine-testing_us_58e24ec8e4b0b3918c84f102,This round of trials is safe from Donald Trump's proposed budget cuts.,2017-04-03
HEALTHY LIVING,Want To Know Why Your Teenager Is So Stressed?,"James E. Porter, ContributorPresident, StressStop.com",https://www.huffingtonpost.com/entry/want-to-know-why-your-teenager-is-so-stressed_us_58e23507e4b0d804fbbb74ad,There is definitely an increase in the levels of stress on teenagers today. Any parent of college-bound high school students,2017-04-03
HEALTHY LIVING,Would You Drink A Probiotic With The Gut Bacteria Of Elite Athletes?,"Terrence McNally, ContributorPodcast host/producer, communications consultant",https://www.huffingtonpost.com/entry/would-you-drink-a-probiotic-with-the-gut-bacteria-of_us_58e094f4e4b0ca889ba1a6d2,"Can sneaker endorsements, cereals, protein powders or electrolyte cocktails get any of us closer to the peak level performance",2017-04-02
HEALTHY LIVING,H7N9 Bird Flu Epidemic In China Worst Since 2013,"Dr. Melvin Sanicas, ContributorVaccinologist, Public Health Physician, Gates Global Health Fe...",https://www.huffingtonpost.com/entry/h7n9-bird-flu-epidemic-in-china-worst-since-2013_us_58e11da0e4b0d804fbbb73f8,"H7N9 can infect poultry without causing clinical symptoms, which makes its spread difficult to monitor.",2017-04-02
HEALTHY LIVING,How To Survive Being Bipolar During The Apocalypse,"Nancy Hightower, ContributorAuthor, academic, post-evangelical Christian",https://www.huffingtonpost.com/entry/how-to-survive-being-bipolar-during-the-apocalypse_us_58e08237e4b0ca889ba1a6cf,"I thought I would begin to breathe again on Nov. 9. My depression always gets worse after Daylight Saving Time, with the",2017-04-02
HEALTHY LIVING,Cancer Is Awkward,"Manal Khalife, ContributorEmotional Transformation Coach and Author of ""Food, Drugs & Lo...",https://www.huffingtonpost.com/entry/cancer-is-awkward_us_58e1674ee4b03c2b30f6a7b2,And it doesn’t have to be.,2017-04-02
